County,Year,Votes_DEM,Votes_REP,Lat,Long,Population,dem_per_capita,rep_per_capita
SURRY,2020,8721,27538,36.4146,-80.688,71169,0.12253930784470767,0.38693813317596143
SWAIN,2020,2780,4161,35.4868,-83.4928,14098,0.19719109093488438,0.29514824797843664
TRANSYLVANIA,2020,8444,11636,35.2021,-82.7982,32946,0.25629818490863837,0.3531839980574273
TYRRELL,2020,758,1044,35.8172,-76.209,3264,0.23223039215686275,0.31985294117647056
UNION,2020,48725,80382,34.9884,-80.5307,239915,0.20309276201988205,0.33504366129670926
VANCE,2020,12431,8391,36.3649,-78.4079,42344,0.29357169846967696,0.1981626676742868
WAKE,2020,393336,226197,35.7903,-78.6503,1135587,0.34637240475630665,0.1991894940678257
WARREN,2020,6400,3752,36.3965,-78.1067,18637,0.34340290819337876,0.2013199549283683
WASHINGTON,2020,3396,2781,35.8226,-76.5775,10928,0.31076134699853586,0.2544838945827233
WATAUGA,2020,17122,14451,36.2311,-81.6964,54259,0.31556055216646084,0.2663336957924031
WAYNE,2020,24215,30709,35.364,-78.004,116967,0.20702420340779878,0.26254413638034657
WILKES,2020,7511,27592,36.2062,-81.163,65764,0.11421142266285506,0.41956085396265436
WILSON,2020,20754,19581,35.7051,-77.9187,78859,0.2631785845623201,0.24830393487109906
YADKIN,2020,3763,15933,36.1605,-80.6652,37140,0.10131933225632742,0.4289983844911147
YANCEY,2020,3688,7516,35.8989,-82.3076,18433,0.20007595074051973,0.4077469755330114
